1	10	1.3926
0	20	3.677
0	30	6.50186
	40	9.7437
	50	13.2066
	60	16.7832
	70	20.4511
	80	24.116
	90	27.7255
	100	31.2201
	110	34.5461
	120	37.6687
	130	40.5725
	140	43.2482
	150	45.7076
	160	47.9581
	170	49.9984
	180	51.8327
	190	53.4745
	200	54.9357
	210	56.2382
	220	57.4204
	230	58.5032
	240	59.5005
	250	60.4177
	260	61.2501
	270	61.9993
	280	62.6572
	290	63.2332
	300	63.7547
	310	64.2485
	320	64.7403
	330	65.2392
	340	65.7408
	350	66.2363
	360	66.7378
	370	67.2383
	380	67.7241
	390	68.1765
	400	68.5804
	410	68.9282
	420	69.2252
	430	69.4846
	440	69.6943
	450	69.8474
	460	69.9367
	470	69.9863
	480	70.0096
	490	69.9964
	500	69.9318
	510	69.8127
	520	69.6305
	530	69.3885
	540	69.0942
	550	68.7544
	560	68.3837
	570	68.0074
	580	67.6473
	590	67.2996
	600	66.9856
	610	66.71
	620	66.4708
	630	66.2685
	640	66.1165
	650	66.0184
	660	65.9789
	670	65.9947
	680	66.0422
	690	66.1233
	700	66.2426
	710	66.4123
	720	66.6158
	730	66.8364
	740	67.0677
	750	67.2919
	760	67.506
	770	67.69
	780	67.8391
	790	67.9631
	800	68.0585
	810	68.1025
	820	68.0821
	830	68.0304
	840	67.9601
	850	67.8668
	860	67.7539
	870	67.6282
	880	67.4912
	890	67.3517
	900	67.2032
	910	67.0324
	920	66.8437
	930	66.653
	940	66.4637
	950	66.2871
	960	66.1398
	970	66.0431
	980	66.0027
	990	66.0194
	1000	66.0868
	1010	66.194
	1020	66.3343
	1030	66.5202
	1040	66.753
	1050	67.0271
	1060	67.3392
	1070	67.6882
	1080	68.0615
	1090	68.4594
	1100	68.887
	1110	69.3387
	1120	69.8119
	1130	70.2998
	1140	70.7925
	1150	71.2711
	1160	71.742
	1170	72.2131
	1180	72.691
	1190	73.1862
	1200	73.7226
	1210	74.307
	1220	74.9002
	1230	75.4847
	1240	76.0634
	1250	76.6235
	1260	77.1573
	1270	77.6777
	1280	78.1996
	1290	78.7263
	1300	79.2553
	1310	79.7941
	1320	80.3386
	1330	80.8922
	1340	81.4597
	1350	82.0417
	1360	82.6373
	1370	83.2186
	1380	83.7533
	1390	84.2312
	1400	84.6443
	1410	84.9714
	1420	85.1894
	1430	85.3068
	1440	85.3461
	1450	85.2947
	1460	85.155
	1470	84.9288
	1480	84.6133
	1490	84.2339
	1500	83.8068
	1510	83.3377
	1520	82.8321
	1530	82.3289
	1540	81.8682
	1550	81.4657
	1560	81.1455
	1570	80.9183
	1580	80.7727
	1590	80.6981
	1600	80.6719
	1610	80.6863
	1620	80.7436
	1630	80.845
	1640	80.9937
	1650	81.2029
	1660	81.4459
	1670	81.7145
	1680	82.0231
	1690	82.3634
	1700	82.7724
	1710	83.2544
	1720	83.7791
	1730	84.3388
	1740	84.9242
	1750	85.5305
	1760	86.1498
	1770	86.7585
	1780	87.3375
	1790	87.8904
	1800	88.4128
	1810	88.9007
	1820	89.3729
	1830	89.8414
	1840	90.3284
	1850	90.8392
	1860	91.3782
	1870	91.933
	1880	92.5198
	1890	93.1117
	1900	93.6653
	1910	94.1463
	1920	94.548
	1930	94.879
	1940	95.1319
	1950	95.2947
	1960	95.3979
	1970	95.4717
	1980	95.5422
	1990	95.5759
	2000	95.5814
	2010	95.5407
	2020	95.4274
	2030	95.2758
	2040	95.1208
	2050	94.9593
	2060	94.8035
	2070	94.6514
	2080	94.533
	2090	94.4383
	2100	94.3572
	2110	94.3129
	2120	94.3575
	2130	94.5136
	2140	94.7938
	2150	95.2085
	2160	95.7724
	2170	96.4453
	2180	97.2287
	2190	98.1318
	2200	99.1336
	2210	100.243
	2220	101.453
	2230	102.743
	2240	104.104
	2250	105.472
	2260	106.769
	2270	107.964
	2280	109.066
	2290	110.124
	2300	111.18
	2310	112.232
	2320	113.26
	2330	114.273
	2340	115.32
	2350	116.431
	2360	117.616
	2370	118.878
	2380	120.205
	2390	121.582
	2400	123.016
	2410	124.507
	2420	126.047
	2430	127.646
	2440	129.313
	2450	131.148
	2460	133.249
	2470	135.564
	2480	138.051
	2490	140.682
	2500	143.408
	2510	146.153
	2520	148.878
	2530	151.552
	2540	154.068
	2550	156.499
	2560	158.966
	2570	161.403
	2580	163.879
	2590	166.328
	2600	168.697
	2610	171.038
	2620	173.466
	2630	175.972
	2640	178.514
	2650	181.016
	2660	183.565
	2670	186.122
	2680	188.735
	2690	191.404
	2700	194.15
	2710	196.817
	2720	199.32
	2730	201.634
	2740	203.716
	2750	205.576
	2760	207.249
	2770	208.831
	2780	210.308
	2790	211.673
	2800	212.952
	2810	214.074
	2820	215.001
	2830	215.865
	2840	216.918
	2850	218.485
	2860	220.663
	2870	223.377
	2880	226.491
	2890	230.131
	2900	234.503
	2910	239.68
	2920	245.646
	2930	251.937
	2940	258.215
	2950	264.185
	2960	269.83
	2970	275.259
	2980	280.086
	2990	283.91
	3000	286.556
	3010	287.801
	3020	287.46
	3030	285.877
	3040	283.484
	3050	280.448
	3060	276.752
	3070	272.193
	3080	266.866
	3090	261.041
	3100	255.392
	3110	250.398
	3120	246.062
	3130	242.175
	3140	238.796
	3150	236.305
	3160	234.881
	3170	234.763
	3180	234.692
	3190	235.146
	3200	236.171
	3210	237.278
	3220	238.633
	3230	239.522
	3240	240.158
	3250	239.281
	3260	236.66
	3270	231.14
	3280	224.604
	3290	217.378
	3300	209.415
	3310	200.494
	3320	189.948
	3330	178.475
	3340	165.434
	3350	150.301
	3360	129.265
	3370	106.782
	3380	85.3178
	3390	64.9748
	3400	55.1851
	3410	47.5344
	3420	35.6034
	3430	26.0483
	3440	18.7694
	3450	20.0557
	3460	18.1865
	3470	10.2284
