378257.1287	7949120.459	301.65271
378259.0457	7949126.547	293.5473633
378260.9628	7949132.636	285.4419556
378262.8799	7949138.724	277.3366089
378264.7969	7949144.812	270.0418091
378266.714	7949150.9	262.7469482
378268.6311	7949156.989	254.6415863
378270.5481	7949163.077	246.5362091
378272.4652	7949169.165	238.4308472
378274.3823	7949175.253	231.1360169
378274.8616	7949176.775	227.8938599
378276.7786	7949182.864	221.4095764
378278.6957	7949188.952	212.4936523
378280.6128	7949195.04	205.198822
378282.5298	7949201.128	197.9039917
378284.4469	7949207.216	190.6091614
378286.364	7949213.305	185.7459412
378288.281	7949219.393	180.882721
378290.1981	7949225.481	176.0195007
378292.1151	7949231.569	171.1562805
378294.0322	7949237.658	166.2930603
378295.9493	7949243.746	161.4298401
378297.8664	7949249.834	154.9455414
378299.7834	7949255.922	150.0823212
378301.7005	7949262.01	145.219101
378303.6176	7949268.099	140.3558807
378305.5346	7949274.187	135.4926605
378307.4517	7949280.275	130.6294251
378309.3687	7949286.363	125.7662048
378311.2858	7949292.452	120.9029846
378313.2029	7949298.54	117.6608429
378315.12	7949304.628	122.5240631
378317.037	7949310.716	129.8188934
378318.9541	7949316.804	137.1137238
378320.8712	7949322.893	144.4085693
378322.7882	7949328.981	152.5139313
378324.7053	7949335.069	158.99823
378326.6224	7949341.157	166.2930603
378328.5394	7949347.245	173.5878906
378330.4565	7949353.334	180.882721
378332.3735	7949359.422	188.1775513
378332.8528	7949360.944	187.3670197
378334.2906	7949365.51	194.66185
378335.7284	7949370.076	198.7145386
378336.2077	7949371.598	202.7672119
378337.6455	7949376.165	205.198822
378338.1248	7949377.687	209.2515106
378340.0418	7949383.775	217.3568726
378341.9589	7949389.863	219.7884827
378343.876	7949395.951	219.7884827
378345.793	7949402.04	221.4095764
378347.7101	7949408.128	221.4095764
378349.6272	7949414.216	223.0306397
378351.5442	7949420.304	223.0306397
378353.4613	7949426.392	224.6517181
378355.3784	7949432.481	224.6517181
378357.2954	7949438.569	223.0306397
378359.2125	7949444.657	224.6517181
378361.1296	7949450.745	224.6517181
378363.0466	7949456.834	225.4622498
378364.9637	7949462.922	226.2727966
378366.8808	7949469.01	227.8938599
378368.7978	7949475.098	227.8938599
378370.7149	7949481.186	229.5149384
378372.632	7949487.275	229.5149384
378374.549	7949493.363	229.5149384
378376.4661	7949499.451	231.1360169
378378.3832	7949505.539	231.1360169
