375451.1784	7951556.293	247.8771973			
375452.0864	7951566.043	242.3952637			
375452.5294	7951570.8	240.3570862			
375452.8209	7951573.931	238.0744324			
375453.448	7951580.665	234.2352905			
375453.9093	7951585.618	230.8346863			
375454.2674	7951589.464	228.5556335			
375454.9389	7951596.675	224.6733704			
375455.3597	7951601.194	221.7149048			
375455.8837	7951606.821	218.7528687			
375456.201	7951610.229	215.9921417			
375456.6441	7951614.986	213.2313995			
375456.9535	7951618.309	210.8912506			
375457.4595	7951623.743	208.7128296			
375458.0316	7951629.886	204.352478			
375458.5817	7951635.794	201.3904266			
375459.0062	7951640.352	198.8705444			
375459.5338	7951646.018	195.9085083			
375459.9768	7951650.775	192.5115051			
375460.5489	7951656.918	189.3085938			
375461.287	7951664.845	185.1890869			
375462.0398	7951672.929	180.6705322			
375462.7375	7951680.422	175.3863068			
375463.3464	7951686.96	172.2265625			
375463.8557	7951692.43	169.0272675			
375464.1694	7951695.798	166.7194672			
375464.509	7951699.445	166.7194672			
375464.8486	7951703.091	166.7194672			
375465.1881	7951706.738	166.7194672			
375465.5277	7951710.385	166.7194672			
375465.8673	7951714.031	166.7194672			
375466.2069	7951717.678	166.7194672			
375466.5464	7951721.324	166.7194672			
375466.886	7951724.971	166.7194672			
375467.2256	7951728.617	166.7194672			
375467.5652	7951732.264	166.7194672			
375467.9047	7951735.911	166.7194672			
375468.2443	7951739.557	166.7194672			
375468.5839	7951743.204	166.7194672			
375468.9235	7951746.85	166.7194672			
375469.263	7951750.497	166.7194672			
375469.6026	7951754.143	166.7194672			
375469.9422	7951757.79	166.7194672			
375470.2817	7951761.436	166.7194672			
375470.6213	7951765.083	166.7194672			
375470.9609	7951768.73	166.7194672			
375471.3005	7951772.376	166.7194672			
375471.64	7951776.023	166.7194672			
375471.9796	7951779.669	166.7194672			
375472.3192	7951783.316	166.7194672			
375472.6588	7951786.962	166.7194672			
375472.9983	7951790.609	166.7194672			
375473.4905	7951795.894	167.2263184			
375474.0144	7951801.52	167.2263184			
375474.664	7951808.496	166.1083679			
375475.1475	7951813.688	165.4289703			
375475.6715	7951819.315	164.7459717			
375476.155	7951824.507	164.3074188			
375476.5977	7951829.261	163.6280212			
375477.0998	7951834.653	163.1463318			
375477.7122	7951841.23	162.2260742			
375478.2843	7951847.373	162.2260742			
375478.9193	7951854.192	161.3058319			
375479.4469	7951859.858	160.3855896			
375479.9712	7951865.488	160.3855896			
375480.6205	7951872.461	159.706192			
375481.5285	7951882.211	159.2676392			
375482.2	7951889.422	158.5846405			
375483.0008	7951898.022	158.5846405			
375483.6541	7951905.037	158.5846405			
375484.1821	7951910.707	158.5846405			
375484.5807	7951914.987	159.5048828			
375485.09	7951920.457	160.4251404			
375485.662	7951926.6	160.4251404			
375486.2563	7951932.981	161.3453827			
375486.7212	7951937.974	161.3453827			
375487.4004	7951945.267	161.7875214			
375487.9688	7951951.371	163.1463318			
375488.8585	7951960.925	164.0665741			
375489.5114	7951967.937	164.9868164			
375490.2941	7951976.341	165.9070587			
375491.1393	7951985.418	166.827301			
375491.7296	7951991.757	166.827301			
375492.4714	7951999.723	167.7475586			
375492.9589	7952004.958	168.6678009			
375493.4865	7952010.624	168.6678009			
375493.9295	7952015.382	169.5880432			
375494.3722	7952020.136	169.5880432			
375494.7708	7952024.416	169.5880432			
375495.2139	7952029.174	170.5082855			
375495.5535	7952032.82	170.5082855			
375496.0147	7952037.774	171.8706818			
375496.5241	7952043.244	174.1497345			
375497.0112	7952048.475	176.428772			
375497.5388	7952054.14	178.0284271			
375497.9633	7952058.699	179.8689117			
375498.5135	7952064.607	181.7093964			
375499.0855	7952070.749	183.9920502			
375499.5912	7952076.18	185.5916901			
375500.1632	7952082.323	187.8707123			
375500.8387	7952089.577	190.390625			
375501.4735	7952096.393	193.3526611			
375502.1045	7952103.17	195.394455			
375502.78	7952110.424	198.8345947			
375503.4147	7952117.24	200.6750794			
375503.9868	7952123.382	203.6335297			
375504.3671	7952127.467	204.9959259			
375504.8062	7952132.182	206.3547363			
375505.3338	7952137.848	206.3547363			
375505.928	7952144.229	206.3547363			
375506.5813	7952151.244	207.2749634			
375507.1756	7952157.626	207.2749634			
375507.744	7952163.73	208.195221			
375508.2533	7952169.199	208.195221			
375508.7812	7952174.869	208.195221			
375509.1835	7952179.188	209.115448			
375509.9658	7952187.589	209.115448			
375510.6449	7952194.882	209.115448			
375511.1543	7952200.352	209.5540161			
375511.6414	7952205.583	209.5540161			
375512.0622	7952210.102	210.4742584			
375512.6343	7952216.245	211.3945007			
375513.3022	7952223.417	211.4376526			
375514.0994	7952231.978	211.4376526			
375514.6863	7952238.281	211.4376526			
375515.4613	7952246.603	210.517395			
375515.9889	7952252.269	209.5971527			
375516.7012	7952259.918	208.6769104			
375517.4669	7952268.141	208.4360657			
375518.349	7952277.613	207.7566528			
375519.065	7952285.302	206.8364105			
375519.9026	7952294.297	206.3942566			
