375520.5964	7952301.747	206.3942566			
375521.4377	7952310.781	205.0354614			
375522.0468	7952317.323	205.0354614			
375522.7406	7952324.773	204.3560638			
375523.2645	7952330.399	204.3560638			
375524.1022	7952339.395	205.955719			
375524.8145	7952347.044	207.5553589			
375525.678	7952356.317	208.2347565			
375526.3718	7952363.767	209.8344116			
375526.8811	7952369.237	211.6748962			
375527.8667	7952379.82	212.5951386			
375528.6231	7952387.943	214.4356384			
375529.3613	7952395.87	215.7980347			
375529.9923	7952402.647	216.4774017			
375530.5829	7952408.989	217.3976746			
375531.402	7952417.785	219.4358826			
375531.8892	7952423.016	220.3561096			
375532.5388	7952429.992	221.2763672			
375533.0037	7952434.985	222.8796082			
375533.5721	7952441.089	223.7998352			
375534.1405	7952447.193	224.7200928			
375534.5835	7952451.95	226.0788879			
375535.0707	7952457.182	226.9991303			
375535.5283	7952462.096	227.6785126			
375536.0115	7952467.284	229.037323			
375536.4359	7952471.843	230.640564			
375537.0673	7952478.623	231.7585144			
375537.6762	7952485.161	233.3581848			
375538.1006	7952489.719	234.7205658			
