13	355000	7966000
13	360039	7956397
25	360308	7956339
26	360478	7956271
24	360578	7956183
22	360717	7956135
23	360897	7956106
25	361086	7956019
31	361276	7955911
30	361356	7955853
45	361726	7955677
45	361856	7955609
50	361986	7955511
46	362156	7955354
52	362336	7955177
54	362566	7955060
51	362805	7954993
54	362995	7954875
54	363155	7954768
58	363394	7954740
66	363598	7954734
70	363738	7954705
65	363862	7954671
66	363972	7954588
73	364073	7954478
85	364254	7954182
87	364415	7953877
83	364706	7953523
79	365086	7953249
97	365450	7953105
105	365894	7952958
108	366228	7952891
116	366561	7952942
123	366769	7952993
127	366928	7953024
122	367127	7953026
124	367347	7952958
125	367586	7952890
129	367865	7952803
133	368044	7952765
132	368194	7952726
143	368413	7952639
140	368682	7952581
141	368852	7952583
144	369070	7952643
143	369309	7952645
167	369558	7952548
166	369748	7952475
198	370674	7952249
192	371641	7951998
202	372000	7951942
216	372258	7951953
209	372447	7951945
204	372597	7951876
214	372806	7951779
215	373115	7951702
224	373300	7951568
224	373552	7951508
230	373813	7951499
236	374097	7951498
241	374348	7951473
255	374647	7951506
256	374807	7951559
271	374893	7951600
260	375001	7951596
264	375128	7951548
261	375216	7951424
269	375334	7951237
270	375527	7950986
277	375667	7950878
285	375728	7950770
277	375818	7950681
280	376158	7950466
287	376337	7950408
284	376537	7950310
296	376776	7950174
309	377066	7950012
320	377353	7949836
350	377563	7949672
354	377718	7949537
345	377923	7949348
353	378040	7949245
372	378168	7949149
362	378290	7949091
343	378452	7949072
359	378648	7949088
353	378812	7949087
355	378902	7949055
348	379092	7948920
353	379292	7948796
350	379482	7948629
358	379871	7948335
369	380180	7948198
378	380459	7948131
379	380878	7947946
384	381078	7947878
387	381337	7947731
406	381686	7947535
416	382166	7947163
418	382506	7946937
423	382864	7946811
426	383063	7946812
424	383192	7946833
445	383317	7946841
465	383436	7946783
440	383512	7946706
441	383619	7946576
440	383769	7946493
463	383959	7946371
459	384330	7946188
471	384709	7946091
481	384988	7946014
483	385366	7945897
505	385615	7945889
494	385863	7945960
492	386042	7946000
500	386251	7945942
508	386450	7945904
512	386630	7945816
512	386809	7945718
534	387108	7945621
558	387516	7945505
540	387825	7945398
552	388045	7945310
560	388293	7945332
561	388562	7945294
577	388841	7945167
578	389090	7945158
577	389359	7944992
582	389479	7944854
588	389748	7944757
583	390007	7944679
598	390346	7944652
627	390644	7944644
623	390912	7944625
629	391221	7944627
647	391549	7944629
665	392016	7944582
655	392563	7944556
676	392812	7944606
671	393249	7944629
692	393547	7944670
683	393965	7944652
699	394313	7944605
709	394502	7944567
713	394791	7944479
723	395179	7944541
737	395507	7944572
747	395675	7944632
746	395834	7944722
754	395993	7944802
784	396558	7944993
790	396906	7945074
793	397144	7945125
784	397372	7945225
781	397621	7945285
804	397839	7945356
787	397988	7945347
789	398118	7945219
800	398308	7945121
811	398537	7945073
820	398776	7944975
837	399134	7944868
842	399453	7944860
858	399652	7944822
854	399970	7944804
865	400288	7944766
869	400607	7944768
873	400905	7944799
878	401104	7944760
874	401283	7944771
870	401452	7944772
945	401760	7944714
913	402009	7944716
897	402407	7944648
925	402715	7944591
918	403063	7944602
927	403500	7944723
957	403788	7944814
942	404057	7944835
952	404315	7944866
952	404504	7944936
947	404633	7944917
966	404842	7944898
967	405120	7944850
978	405459	7944802
981	405747	7944804
997	406065	7944815
1000	406294	7944816
1004	406453	7944817
1007	406602	7944867
1018	406751	7944818
1015	406861	7944819
1008	407039	7944869
